,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype,decade
0,URN:NBN:no-nb_digibok_2011081905042,Raskt og enkelt,"Myhr , Eirik / Eriksen , Henrik",oai:nb.bibsys.no:990506054614702202,d10647aa4aed547a121e86c44f907752,8278221596,[Oslo],20050101,2005,Spektrum,nob / eng,kokebøker / oppskrifter,641.55,,Faglitteratur,digibok,2000
1,URN:NBN:no-nb_digibok_2011021403012,Ingers kokebok,"Kløkstad , Inger",oai:nb.bibsys.no:990940499714702202,2767da0a0485459215d0674a6e777ef0,,Oslo,20100101,2010,Stenersens forl.,nob,Cooking / kokebøker,641.5635,,Faglitteratur,digibok,2010
2,URN:NBN:no-nb_digibok_2013062138046,Sunne retter uten kjøtt,"Handslip , Carole / Krogsbøl , Hedvig",oai:nb.bibsys.no:999003658624702202,a8f2df924ee236901db279111b7925cb,8204021593,[Oslo],19890101,1989,Fredhøis forlag,nob / eng,vegetarmat / vegetarkost / vegetarretter / kokebøker,641.563,,Faglitteratur,digibok,1980
3,URN:NBN:no-nb_digibok_2010041903042,"Tilbehør til kjøtt, fisk og fjærkre","Sørensen , Ulla / Oftedal , Dorthe Erichsen",oai:nb.bibsys.no:999602319434702202,e1465ae040ab9fd4d43c7d4a0a4a8faa,8251615925,Oslo,19960101,1996,Schibsted,nob / dan,kokebøker / grønnsaksretter,641.8,,Faglitteratur,digibok,1990
4,URN:NBN:no-nb_digibok_2018041148085,Kinesisk,"Stacey , Jenny / Erichsen , Dorthe",oai:nb.bibsys.no:990406630944702202,e2f7033833df5587c3540488d00b1f05,8278220980,,20040101,2004,Spektrum,nob / eng,Kina / kinesisk / mat / kokebøker,641.5951,,Faglitteratur,digibok,2000
5,URN:NBN:no-nb_digibok_2016072248117,Til bords i Babettes gjestebud,"Blixen , Karen / Solvold , Odd Ivar / Mogstad , Sverre Dag",oai:nb.bibsys.no:990419092594702202,9783bff7148df9f5f510a9d7c16a305c,8252557139 / 8292496114,,20040101,2004,Kom forl.,nob,Dansk litteratur / Film / Mattradisjoner / dansk / litteratur / matkultur / matoppskrifter / selskapsmat / kokebøker / matlaging / oppskrifter / danske / spillefilmer / 1980 / tallet / måltidet / sosialt / samvær,641.568,,Faglitteratur,digibok,2000
6,URN:NBN:no-nb_digibok_2013080806086,Sopp : en fristende samling med herlige retter,"Mackley , Lesley / Frydenlund , Hege",oai:nb.bibsys.no:990613003494702202,9e996cd346481c10d46282dde5544397,8278223696,[Oslo],20060101,2006,Spektrum,nob / eng,kokebøker / sopp / matlaging / matoppskrifter / soppretter,641.658 / 641.5,,Faglitteratur,digibok,2000
7,URN:NBN:no-nb_digibok_2011022503033,Surpølse,"Christie , Helge / Ness , Helge",oai:nb.bibsys.no:990800969564702202,684a2e804a8aee3efa61c9269ff9b5b4,,,20070101,2007,Arbeidets rett,nob,Tradisjoner / Mat / mathistorie / verdensarvmat / surpølse / norge / sverige / italia / thailand / pølser / pølsemakeri / tradisjonsmat,641.66 / 641.66,,Faglitteratur,digibok,2000
8,URN:NBN:no-nb_digibok_2011032803018,"Aschehougs store kokebok : over 400 oppskrifter, over 1000 fargebilder","Kellermann , Monika / Eising , Susi / Eising , Pete A. / Strømstad , Aase / Høydalsnes , Ann",oai:nb.bibsys.no:990300962514702202,31de0989d04c3cb5d9a545100f76f22e,8203227872,Oslo,20030101,2003,Aschehoug,nob / ger,kokebok / oppskrifter / kokebøker / matlaging,641.5,,Faglitteratur,digibok,2000
9,URN:NBN:no-nb_digibok_2017062948065,God mat : den moderne kokebok i farger med over 300 illustrerte oppskrifter,"Berry , Mary / Body , Ann / Ellis , Audrey / Strømstad , Aase",oai:nb.bibsys.no:999100098054702202,7052883d7c8fa8af905dd2807b252083,,Oslo,19710101,1971,Cappelen,nob / eng,,641.5,,Faglitteratur,digibok,1970
10,URN:NBN:no-nb_digibok_2011080106113,Med barna på kjøkkenet,"Collister , Linda / Davies , Vanessa / Davies , Vanessa / Øygard , Bente-Lill / Øygard , Terje",oai:nb.bibsys.no:990419393794702202,b8f328662b8fab85a5d95887571da851,8204092938,[Oslo],20040101,2004,Damm,nob / eng,baking / kokebøker / barn / matlaging,641.512,,Faglitteratur,digibok,2000
11,URN:NBN:no-nb_digibok_2011021403020,Søtt for gud og hvermann,"Lian , Lars / Arnesen , Anette",oai:nb.bibsys.no:990925965174702202,4017c4f791dbf411561813edda0843e9,,[Oslo],20090101,2009,Exlibriz,nob,kokebøker,641.86,,Faglitteratur,digibok,2000
12,URN:NBN:no-nb_digibok_2011021603010,Tid for kjærlighet : en kokebok,"Hov , Dagfinn / Brun , Morten",oai:nb.bibsys.no:990934024574702202,fbbecf968eace4c6e71d2aa0d79b49ba,,[Oslo],20090101,2009,Gyldendal,nob,,641.5,,Faglitteratur,digibok,2000
13,URN:NBN:no-nb_digibok_2015050548055,Jorda rundt på 80 fiskesupper,"Amundsen , Bjørn / Kvaale , Marit Simonstad",oai:nb.bibsys.no:990320198904702202,5e93855d3e3a5b269de2e8d903d9a4bf,8292546006,Oslo,20030101,2003,Andrimne forl.,nob,fisk / matlaging / supper / fiskesupper / kokebøker,641.81,,Faglitteratur,digibok,2000
14,URN:NBN:no-nb_digibok_2010062922006,Kulinariske erindringer,"Ludl , Edgar / Dybwad , Yvonne / Mikkelsen , Trine",oai:nb.bibsys.no:999900376224702202,f87fe3aca8d70670498d24a53bfe43c3,8252535593 / 8246700294,Oslo,19980101,1998,Orfeus,nob,kokebøker / matlaging / oppskrifter / mat / kokker / kokkekunst,641.5,,Faglitteratur,digibok,1990
15,URN:NBN:no-nb_digibok_2014062307166,"Smått og godt : småretter, forretter og snacks","Hovig , Ingrid Espelid",oai:nb.bibsys.no:998821423644702202,ff5ffa75ae8d52644e76835575bda1cb,8252516238 / 8205176744,Oslo,19880101,1988,Gyldendal,und,kokebøker / småretter,,,Uklassifisert,digibok,1980
16,URN:NBN:no-nb_digibok_2010072308004,"29,90","Sværen , Tore / Austad , Gudrun / Jansen , Oscar",oai:nb.bibsys.no:999100995534702202,1f6013807957900971dfd9125209944d,8290989008,Stavanger,19900101,1990,Todde Kalompen,nob,kokebøker,641.82,,Faglitteratur,digibok,1990
17,URN:NBN:no-nb_digibok_2016020807557,Egg og osteretter,"Heggenhougen , June",oai:nb.bibsys.no:998220542564702202,e06ca0f76fd94dca1a19606d30cffdd7,8270016489,Oslo,19800101,1980,Hjemmet,nob,,641.5,,Faglitteratur,digibok,1980
18,URN:NBN:no-nb_digibok_2014062407010,Mer,"Gausdal , Tom Victor / Eriksson , Ingvar / Alfsen , Ole Martin",oai:nb.bibsys.no:991144042324702202,7417c323d30a196b89b22c0f560729d9,,Oslo,20110101,2011,Press,nob,kokebøker / vin,641.5,,Faglitteratur,digibok,2010
19,URN:NBN:no-nb_digibok_2011111508025,Det nye kjøkkenbibliotek. [11] : Forretter,,oai:nb.bibsys.no:999824388004702202,fb883de7644d4da1d30972a62284d72e,8205008264 / 8205050740,Oslo,19710101,1971,Gyldendal,nob / dan,kokebøker,641.5,,Faglitteratur,digibok,1970
20,URN:NBN:no-nb_digibok_2011022503028,En smak av Østfold : 80 retter fra 18 kommuner,"Helgesen , Tom V. / Andersen , Per",oai:nb.bibsys.no:990716507334702202,9513c8b4650207a5044e3b59762bda0e,,,20070101,2007,Tindlund forl.,nob,kokebøker / norge / østfold,641.594823,,Faglitteratur,digibok,2000
21,URN:NBN:no-nb_digibok_2013091338042,"Norsk jul : tradisjoner, forberedelser, matoppskrifter","Sivertsen , Birger / Strømstad , Aase",oai:nb.bibsys.no:990418807734702202,1e5a4a95993b34d3a5e2338d25d8abc1,8204085680,[Oslo],20040101,2004,Damm,nob,Mattradisjoner / Advent / Tradisjoner / Jul / julepynt / juledekorasjoner / julemat / oppskrifter / hobbybøker / kokebøker / juletradisjoner / advent,394.266309481,,Faglitteratur,digibok,2000
22,URN:NBN:no-nb_digibok_2008092204055,Thailand : en kulinarisk reise : autentiske oppskrifter fra Thailand,"Warren , William / Poladitmontri , Panurat / Poladitmontri , Panurat / Invernizzi Tettoni , Luca / Hay , John / Valebrokk , Eva / Langballe , Kjersti",oai:nb.bibsys.no:999826134154702202,d7552f548c4d8aadd683cc5bfdc7a3e1,8250425146,,19980101,1998,Grøndahl Dreyer,nob / eng,kokebøker / thailand / etnisk / matlaging,641.59593,,Faglitteratur,digibok,1990
23,URN:NBN:no-nb_digibok_2012020306009,Det jærske kjøkken,"Grov , Heine / Snørteland , Målfrid / Sivertsen , Siv",oai:nb.bibsys.no:990518865704702202,e25e2a0b525f9aa0f0d1e7c9bae75646,8252165532,,20050101,2005,Samlaget,nno,matlaging / kokebøker / rogaland / jæren,641.5948342,,Faglitteratur,digibok,2000
24,URN:NBN:no-nb_digibok_2008062304106,Helenes havrebok : tips og oppskrifter,"Skybak , Helene / Skybak , Bjørg",oai:nb.bibsys.no:999200947244702202,27e0941b24d2a549a98a5b28f322187d,,Gjesåsen,19910101,1991,H. Skybak,nob,kokebøker / baking,641.631,,Faglitteratur,digibok,1990
25,URN:NBN:no-nb_digibok_2013073006001,Gamle matoppskrifter fra Nordland,"Karlsen , Lilly / Vaag , Haldis / Holmegård , Solveig",oai:nb.bibsys.no:999114425454702202,26331f5c6a1eb39f64a023d63c4309cf,,,19830101,1983,Bondekvinnelaget,nob,Mattradisjoner / kokebøker / matlaging / nordland / kokebok / oppskrifter / kulturhistorie / mat,641.594844,,Faglitteratur,digibok,1980
26,URN:NBN:no-nb_digibok_2011021603018,Alle kan lære å lage mat,"Oliver , Jamie / Loftus , David / Terry , Chris / Hovig , Ingrid Espelid / Storsveen , Eva / Bakke , Kyrre Haugen",oai:nb.bibsys.no:990918766724702202,ce3a9c644ed212108356c16868cc0923,,Oslo,20090101,2009,Gyldendal,nob / eng,matlaging / kokebøker,641.5,,Faglitteratur,digibok,2000
27,URN:NBN:no-nb_digibok_2014110448171,Matglede som aldri før : spennende stor billedkokebok for alle anledninger,"Bjerkaas , Aasta",oai:nb.bibsys.no:999715827344702202,9a29674a9fb8e0be8fc9ba7d2a89f310,8272320002,Oslo,19770101,1977,Skandinavisk presse,nob / ger,internasjonal / mat / matlaging / nasjonalretter / oppskrifter / kokebøker,641.5,,Faglitteratur,digibok,1970
28,URN:NBN:no-nb_digibok_2014110407637,Salater og kalde forretter,"Granrud , Lill / Jebsen , Hans",oai:nb.bibsys.no:998620289144702202,cd3208dd421cea7ddcdd2b99ab4ac8fc,8205162859,Oslo,19850101,1985,Gyldendal,nob / eng,grønnsakretter / vegetarretter / kokebøker,641.81,,Faglitteratur,digibok,1980
29,URN:NBN:no-nb_digibok_2014042906014,Ny livsstil - mat og trivsel,"Heggdalsvik , Lars Gunnar / Ingemyr , Svante / Rønning , Jan / Veldhuis , Rob / Halla , Kristin",oai:nb.bibsys.no:990932301924702202,c7f9ca9d37fc6e298f2a3fd49395b24b,,Røros,20090101,2009,Røros rehabiliteringssenter,nob,Food / Cooking / Health,641.5,,Faglitteratur,digibok,2000
30,URN:NBN:no-nb_digibok_2015062608040,Matstel og husstel for almindelige husholdninger,"Løken , Olaug",oai:nb.bibsys.no:999716006944702202,952c735ed3722749141359571d864668,,Kristiania,19120101,1912,Aschehoug,nob,,,,Uklassifisert,digibok,1910
31,URN:NBN:no-nb_digibok_2018020607007,Tradisjonsrike matoppskrifter : fra minnebok og kjøkkenkrok,"Hagen , Sissel Torp / Berger , Grethe",oai:nb.bibsys.no:999224244624702202,fd69d754f112b209cc1b22b00d6195ab,8274940121,,19920101,1992,"Forlaget for historie, Langs Lågen",nob,buskerud / kokebøker / matlaging / østlandet / norsk / mat / mattradisjoner,641.594826,,Faglitteratur,digibok,1990
32,URN:NBN:no-nb_digibok_2019052107111,På grillen : rause smaker fra St. Lars,"Viestad , Andreas / Pedersen , Jon Krog / Paulsen , Lars Laurentius / Randem , Mette",oai:nb.bibsys.no:991511556074702202,022ed96ebd7b8c0516b1926928d5d725,,[Oslo],20150101,2015,Cappelen Damm,nob,,641.76 / 641.5,,Faglitteratur,digibok,2010
33,URN:NBN:no-nb_digibok_2011021403026,Familiens julebok,"Rygg , Eli / Sondresen , Birgitta",oai:nb.bibsys.no:990924246004702202,31f24909276cf33862b76df0dd2865fe,,Bergen,20090101,2009,Vigmostad & Bjørke,nob,jul / kokebøker / tradisjoner / advent / julesanger / fortellinger / tradisjonar / julesongar / forteljingar,394.2663 / 394.2,,Faglitteratur,digibok,2000
34,URN:NBN:no-nb_digibok_2014022148042,Sunnere hverdagsmat,"Jaquesson , Kari / Tourrenc , Nicolas",oai:nb.bibsys.no:991224451634702202,f12123f5039662cb5bedc4ffbc2150b2,,[Oslo],20120101,2012,Cappelen Damm faktum,nob,hverdagsmat / matlaging / mat / kokebøker / oppskrifter / matoppskrifter,641.5,,Faglitteratur,digibok,2010
35,URN:NBN:no-nb_digibok_2016011207538,Klippfisk - bacalao : kulturhistorisk kokebok,"Johansen , Jahn Otto / Hasselø , Johan",oai:nb.bibsys.no:990316134624702202,c50c1cfe91c95657c26e66707d4e4a4c,8249607546,,20030101,2003,Damm,nob,Klippfisk / Historisk framstilling / Matlagning / matlaging / kokebøker / fisk / historie / torsk / klippfiskrettar / bacalao / bakalao / klippfisk / mattradisjoner / matkultur / mattilberedning,641.39,,Faglitteratur,digibok,2000
36,URN:NBN:no-nb_digibok_2007100504013,Godt av kjøttdeig,"Hovig , Ingrid Espelid",oai:nb.bibsys.no:999110914084702202,27e78da21b9e5fed02b82ad96ad28c2d,8205193045,Oslo,19910101,1991,Gyldendal,nob,kokebøker / kjøttdeig / koking,641.66,,Faglitteratur,digibok,1990
37,URN:NBN:no-nb_digibok_2013093038053,Lavkarbo : lekre retter med mye smak,"Høydalsnes , Ann / Jones , Anouska / Myhr , Eirik",oai:nb.bibsys.no:990513898354702202,dd2f2b3295fbe2e11ff21dfb8ad38bc9,8278222010,[Oslo],20050101,2005,Spektrum,nob / eng,kosthold / lavkarbo / kokebøker / matlaging / dietter / diett / slankekost,641.563,,Faglitteratur,digibok,2000
38,URN:NBN:no-nb_digibok_2017033148089,Den store sildeboken : også med visdomsord,"Opedal , Knut / Eitrheim , Tormod E.",oai:nb.bibsys.no:999605677984702202,70fb65e7a39afd76ab9a916bc0d12c26,8299370809,[Odda],19950101,1995,Ola O. Hagen,nob,kokebøker / sild,641.69 / 641.5,,Faglitteratur,digibok,1990
39,URN:NBN:no-nb_digibok_2018041148033,Skoltesamiske mattradisjoner,"Bartsch , Katharina / Mathisen , Christina",oai:nb.bibsys.no:991325312594702202,4675ee8632f9649d6d5fb3ec690ec655,,,20120101,2012,[Østsamisk museum],nob,Matlaging / Samer / Mat / Tradisjoner / matoppskrifter / kokebøker,641.592,,Faglitteratur,digibok,2010
40,URN:NBN:no-nb_digibok_2012121038084,Helt chef! : bli chef på eget kjøkken og få gjestene til å trives,"Pal , Rune / Berens , Christer / Andersen , Stian / Evjenth , Dag",oai:nb.bibsys.no:990618362734702202,36fe83265f66a725bfa328ee046884d1,8251622662,Oslo,20060101,2006,Schibsted,nob,kokebøker / matlaging,641.568,,Faglitteratur,digibok,2000
41,URN:NBN:no-nb_digibok_2020020407027,Grillkongen Craig,"Whitson , Craig / Voktor , Hans Eirik / Skretting , Hallgeir",oai:nb.bibsys.no:990609178304702202,4e1597d62c6abe9331f2e9e969bc7110,8252563082 / 8281880023,Oslo,20060101,2006,Versal forl.,nob,grilling / matlaging / oppskrifter / grillmat / kokebøker,641.76,,Faglitteratur,digibok,2000
42,URN:NBN:no-nb_digibok_2014110407645,Lett traktering,"Hovig , Ingrid Espelid",oai:nb.bibsys.no:991326597274702202,5a05f9a056aca4dc49475887160f7aa2,,Oslo,20130101,2013,Samlaget,nno,fjernsynskjøkken / matlaging / oppskrifter / kokebøker,641.5 / 641.5,,Faglitteratur,digibok,2010
43,URN:NBN:no-nb_digibok_2010071203006,Den nye store kokeboken,"Berry , Mary / Berry , Mary",oai:nb.bibsys.no:999721581034702202,132994095ec001504400996af52a52e2,8251204992,[Oslo],19970101,1997,Teknologisk forlag,nob,kokebøker,,,Uklassifisert,digibok,1990
44,URN:NBN:no-nb_digibok_2015091406014,"Hva skal vi ha i dag? : økologisk kokebok for barnehage, skole og hjem","Gran , Liv Skappel / Dzelzs , Inara",oai:nb.bibsys.no:990827281194702202,0972240354f351a500116bf98b0b8ad4,,Oslo,20080101,2008,Antropos,nob,kokebok / økologi / økologisk / barnehagen / skolen,641.562,,Faglitteratur,digibok,2000
45,URN:NBN:no-nb_digibok_2008020604034,Den Nye praktiske barnematboken : 0-3 år,"Hardeng , Solvår / Sundhell , Pål / Tronstad , Knut",oai:nb.bibsys.no:999418903254702202,6b8cfc40ff7335796536e50baeab20c3,8290478526,Oslo,19940101,1994,Kolibri,nob,Breast Feeding / Infant Food / Infant Nutritional Physiological Phenomena / Child / Nutritional Requirements / barnemat / amming / morsmelk / barn / ernæring / allergi / kokebøker / matlaging / spedbarnsmat / spebarnsmat,641.56,,Faglitteratur,digibok,1990
46,URN:NBN:no-nb_digibok_2014070907059,Vestfoldmat : en kulinarisk reise i Vestfold,"Ludl , Edgar / Akselsen , Olaf / Ulrichsen , Steinar",oai:nb.bibsys.no:990520533004702202,6b35c1a15288dd38182c77fa82483396,8292284109,,20050101,2005,Skagerrak forl.,nob,kokebøker / matlaging / oppskrifter / vestfold,641.5 / 641.594827,,Faglitteratur,digibok,2000
47,URN:NBN:no-nb_digibok_2011021403019,Jødisk mat på norske fat : en kulturhistorisk kokebok,"London , Liv",oai:nb.bibsys.no:990930919234702202,34babbe8ad62bd3685b03446d6872e86,,,20090101,2009,Forl. Press,nob,Jøder / Mattradisjoner / Kultur / Historisk framstilling / jødar / jødisk / kokekunst / matlaging / matrettar / tradisjonsmat / kosher / noreg / norge / religiøse / høgtider / kashrut / kokebøker / mat / jøder / høytider,641.5676 / 641.56 / 641.59,,Faglitteratur,digibok,2000
48,URN:NBN:no-nb_digibok_2010081003026,Jordbær,"Bogø , Jette / Stig , Helge / Ahnstrøm , Svend / Kaslov , Lars / Lønsjø , Dag",oai:nb.bibsys.no:999814493284702202,991d0742e02390a5e48cba2a7b4a4bec,8250939433,Oslo,19980101,1998,Bladkompaniet,nob / dan,jordbær / matlaging / kokebøker,641.64,,Faglitteratur,digibok,1990
49,URN:NBN:no-nb_digibok_2016031048040,"Velkommen hjem til oss! : gjester, mat og vertskap i en multikulturell verden","Duckert , Fanny / Unneberg , Jan",oai:nb.bibsys.no:990937131424702202,7a1c01f867d7749e9c57d08801b0768a,,,20090101,2009,Seriti forl.,nob,Food / Religious practice / Food preparation / Customs and traditions / mat / drikke / oppskrifter / flerkulturellt / samvær / multikulturell / sosiali / sering / religion / høytid / kommunikasjon / integrering / kokebøker / skikker / tradisjoner,641.56 / 641.568,,Faglitteratur,digibok,2000
50,URN:NBN:no-nb_digibok_2015082448071,Sommerlys,"Hensley , Nina Dreyer / Hovig , Ingrid Espelid / Løwe , Paul / Hensley , Jim",oai:nb.bibsys.no:990414693564702202,77378f6e306616be3edd3120b1c3afa3,8205331634,Oslo,20040101,2004,Gyldendal fakta,nob,kokebøker,641.56,,Faglitteratur,digibok,2000
51,URN:NBN:no-nb_digibok_2008021800050,"Koldtbord : overdådig, herlig, lettlaget","Cramm , Dagmar v. / Jahr , Mette-Cathrine",oai:nb.bibsys.no:999603925724702202,44426461075c14416c2fc1bc7e52aeab,8276830749,[Oslo],19950101,1995,Boksenteret forl.,nob / ger,kokebøker / koldtbord / kaldtbord,641.7,,Faglitteratur,digibok,1990
52,URN:NBN:no-nb_digibok_2015101648024,Flørt : en erotisk kokebok,"Hov , Dagfinn / Pedersen , Viggo",oai:nb.bibsys.no:990012531584702202,5ef084fd6be684e3233746afa87a599f,8205271119,[Oslo],20000101,2000,Gyldendal fakta,nob,afrodisiaka / kokebøker,641.56,,Faglitteratur,digibok,2000
53,URN:NBN:no-nb_digibok_2010041303043,Lutefisk : tradisjon - tilberedning - tilbehør,"Johansen , Jahn Otto / Brun , Morten",oai:nb.bibsys.no:999723243994702202,8557d82a4b63b81eac5c0512df321930,8251204364,,19970101,1997,Teknologisk forl.,nob,Mattradisjoner / Torsk / lutefisk / fiskeretter / kokebøker / matlaging / kokebok / fisk / tradisjonsmat,641.39,,Faglitteratur,digibok,1990
54,URN:NBN:no-nb_digibok_2018041948065,Vakkert og spiselig i krukker og potter,"Bergh , Tonje",oai:nb.bibsys.no:991334726984702202,652effd43608976d3e80513bdb456f01,,Oslo,20140101,2014,J.M. Stenersen,nob,blomster / mat / oppskrifter / planter,641.6 / 641.35,,Faglitteratur,digibok,2010
55,URN:NBN:no-nb_digibok_2008011501029,Supper fra hele landet,"Kaspersen , Ardis / Næsheim , Egil Torin",oai:nb.bibsys.no:999322159204702202,e2080d75d68de2bb48236606c2630ba9,8252916090,[Oslo],19930101,1993,Landbruksforl.,nob,kokebøker / supper / norsk / mat / matlaging,641.81,,Faglitteratur,digibok,1990
56,URN:NBN:no-nb_digibok_2014020548021,Til bords med Inni-Carine og Tim Holm ; fotograf Bengt Wilson,"Holm , Inni-Carine / Wilson , Bengt / Holm , Tim",oai:nb.bibsys.no:998902272764702202,f7631bde624547e25d4b76775fc6920a,8258806556,<Oslo>,19890101,1989,Aventura,nob,kokebøker,641.5,,Faglitteratur,digibok,1980
57,URN:NBN:no-nb_digibok_2017022848019,Kokebok,"Ambjørnrud , Olga / Kjørven , Ragna Robsahm / Sandkleiva , Ingrid / Günter , Thor",oai:nb.bibsys.no:999716021154702202,ef879be16820e698600f5d87a385f42a,,Oslo,19630101,1963,Cappelen,nno,,641.5,,Faglitteratur,digibok,1960
58,URN:NBN:no-nb_digibok_2007081301073,Hanna Winsnes : mer enn matmor,"Notaker , Henry",oai:nb.bibsys.no:999009121704702202,9f7fee36f44f5c2e09650c6807cca96d,8205191298,Oslo,19900101,1990,Gyldendal,nob,"norge / biografier / kokebøker / kokebokforfattere / winsnes, / form",839.823,biography,Faglitteratur,digibok,1990
59,URN:NBN:no-nb_digibok_2020111207506,"Moro med marshmallows! : mykt, luftig & lekkert","Sever , Shauna / Halvorsen , Kirsten / Beisch , Leigh",oai:nb.bibsys.no:991239008834702202,329fbe3817537ccb5144a20ab34aaf1d,,Oslo,20130101,2013,Vega forl.,nob / eng,,641.85 / 641.5,,Faglitteratur,digibok,2010
60,URN:NBN:no-nb_digibok_2013120506020,Brød,"Olsvik , Odd. / Barrs , Tony / Schei , Kirsti",oai:nb.bibsys.no:999521129494702202,09b77c62d88d5ef35e0aff4256cd30e8,8251600073,Oslo,19740101,1974,Schibsted,nob / eng,Kokebøker / brødbaking / bakerier / brød,372.8,,Faglitteratur,digibok,1970
61,URN:NBN:no-nb_digibok_2009031204054,Tapas : små delikatesser fra Spania,"Jorge , Norberto / Strand , Ragge",oai:nb.bibsys.no:999723552354702202,14519437b8ef4999677189099c45e918,8203221882 / 8252535682,,19970101,1997,Aschehoug,nob,kokebøker / tapas / spania,641.5946,,Faglitteratur,digibok,1990
62,URN:NBN:no-nb_digibok_2016091648028,Søte fristelser : herlige kaker og annet godt,"Lundberg , Helene S. / Birkler , Fredrik / Lie , Ingrid",oai:nb.bibsys.no:990509305324702202,82baefb6a204e854aef964a5496e2798,8204103875,[Oslo],20050101,2005,Damm,nob / swe,,641.865 / 641.5,,Faglitteratur,digibok,2000
63,URN:NBN:no-nb_digibok_2016011207547,Karameller og grønn saus : barnas egen kok(k)ebok,"Fredheim , Bjørn / Hansen , Thore",oai:nb.bibsys.no:998721907814702202,f6114172e7afdb54118bbf7d40951966,8205174334 / 8252514499,[Oslo],19870101,1987,Gyldendal,nob,Kokebøker / kokebøker / matlaging / barn,641.51,,Faglitteratur,digibok,1980
64,URN:NBN:no-nb_digibok_2016021507519,Vilt og fisk kokeboken,"Möller , Christina / Gjems , Kari",oai:nb.bibsys.no:998340522964702202,a46664a82c10830b90f6081ff7132efc,8270041955,Kirkenær,19810101,1981,Steensballe,nob / swe,,641.5,,Faglitteratur,digibok,1980
65,URN:NBN:no-nb_digibok_2014112707607,Det beste jeg vet,"Viestad , Andreas / Randem , Mette",oai:nb.bibsys.no:990118794324702202,49447d8c167548472e3eedf7a3b4b102,8203226302 / 8252543286,Oslo,20010101,2001,Aschehoug,nob,kokebøker / matlaging,641.5,,Faglitteratur,digibok,2000
66,URN:NBN:no-nb_digibok_2010022503016,Sommeren,"Weir , Joanne / Langballe , Kjersti",oai:nb.bibsys.no:999809723454702202,cb967be5c0d5e107a8bee43cfe74bc79,8250425073,Oslo,19980101,1998,Grøndahl Dreyer,nob / eng,kokebøker,641.56,,Faglitteratur,digibok,1990
67,URN:NBN:no-nb_digibok_2017020748514,Kokebok,"Ambjørnrud , Olga / Kjørven , Ragna R. / Sandkleiva , Ingrid",oai:nb.bibsys.no:999904247404702202,9460e8ea72ddbfd395ce445728fdfea0,,Oslo,19610101,1961,Cappelen,mul / nno / nob,kokebøker,,,Uklassifisert,digibok,1960
68,URN:NBN:no-nb_digibok_2016030248030,Nigella ekspress : god mat på kort tid,"Lawson , Nigella / Parsons , Lis / Bølgen , Tordis",oai:nb.bibsys.no:990921123584702202,1374642c03de6f92eaf95bc73a9785fe,,[Oslo],20090101,2009,Cappelen Damm,nob / eng,,641.5,,Faglitteratur,digibok,2000
69,URN:NBN:no-nb_digibok_2018081607029,Manuelas hjemmebakst,"Kjeilen , Manuela",oai:nb.bibsys.no:991229595154702202,3f517cd882524e198ca0373eb1266b7c,,Oslo,20120101,2012,Exlibris media,nob,kokebøker / matlaging / baking / kaker / brød,641.815 / 641.5 / 641.825,,Faglitteratur,digibok,2010
70,URN:NBN:no-nb_digibok_2013120906053,Julemat,"Hovig , Ingrid Espelid / Wilson , Bengt",oai:nb.bibsys.no:990616301284702202,ed63ee0481dbd890da9b4c04335b4d4d,8205364745,,20060101,2006,Gyldendal,nob,Jul / Mattradisjoner / julemat / matlaging / kaker / kokebøker / kokebok / julekaker,641.568,,Faglitteratur,digibok,2000
71,URN:NBN:no-nb_digibok_2013010708183,"Desserter, kaker og konfekt","Thiis , Mina",oai:nb.bibsys.no:999500140604702202,ac075eab3e6611852dc3d1e8266b9edb,,Oslo,19480101,1948,Damm,nob,mat / oppskrifter / kokebøker / matlaging,,,Uklassifisert,digibok,1940
72,URN:NBN:no-nb_digibok_2013021438080,Bollemat,"Myhr , Eirik / Ulshagen , Torgeir",oai:nb.bibsys.no:990601347394702202,8c7f49f85b90a898fa34e7892cd760f8,8278222959,[Oslo],20050101,2005,Spektrum,nob / eng,,641.5,,Faglitteratur,digibok,2000
73,URN:NBN:no-nb_digibok_2016021807601,God mat fra sjøen : Gyldendals store fiskekokebok,"Nichtawitz , Walter / Wilson , Bengt",oai:nb.bibsys.no:998440840934702202,5e642d302e190e6ea279c7bf2c3c3bff,8257403156 / 8205139695,Oslo,19840101,1984,Gyldendal,nob,fiskeretter / matlaging / kokebøker / sjømat / oppskrifter,641.69,,Faglitteratur,digibok,1980
74,URN:NBN:no-nb_digibok_2018020548106,Helt gresk,"Lindberg , Fedon / Widén , Mats",oai:nb.bibsys.no:991305862854702202,2cc906f13727e636a96823a191dd1ece,,,20130101,2013,Cappelen Damm,nob,Matlagning / kokebøker / livsstil / gresk / mat / hellas / matlaging,641.59495 / 641.5 / 641.59495,,Faglitteratur,digibok,2010
