,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype,decade
292,URN:NBN:no-nb_digibok_2007072401061,Grill - på mange måter,"Tardini , Ellis / Ulstein , Anne Margrethe",oai:nb.bibsys.no:999215047054702202,b3729905612db7c27f1442e48de65fa8,8205007306,Oslo,19710101,1971,Gyldendal,nob / dan,landbruk/husholdning / mat / oppskrifter / kokebøker / matlaging / grilling,641.5,,Faglitteratur,digibok,1970
293,URN:NBN:no-nb_digibok_2017120548088,Teknologisk forlags kokebok,"Ledsaak , Oddlaug / Teigen , Berit / Pedersen , Eirin / Pedersen , Endre",oai:nb.bibsys.no:998620213834702202,09119c0a502c59402f87202a8d2d69f4,8251202450,Oslo,19840101,1984,Teknologisk forlag,nob / swe,,641.5,,Faglitteratur,digibok,1980
294,URN:NBN:no-nb_digibok_2014102907501,"Søte fristelser, blomster og servietter","Lundberg , Helene S. / Lie , Ingrid / Letting , Grete / Birkler , Fredrik",oai:nb.bibsys.no:991009005344702202,06d44d079170aa41e877491e553cdcb3,,[Oslo],20100101,2010,Cappelen Damm,nob / swe,borddekorasjoner / blomsterdekorasjoner / serviettbretting / kaker,641.5 / 641.865,,Faglitteratur,digibok,2010
295,URN:NBN:no-nb_digibok_2018041948074,Glad av mat : uten gluten og melk - med stabilt blodsukker,"Maudal , Gunhild Lovise / Tønnessen , Elisabeth / Aabel , Siri",oai:nb.bibsys.no:991142831414702202,e14b31fddfb76df9b9f353a5d8c33dfd,,Sandnes,20110101,2011,Commentum forl.,nob,"Diet, Gluten-Free / glutenfri / melkefri / diett / blodsukker / oppskrifter / kost / cøliaki / laktoseintoleranse",641.563 / 641.5 / 641.563 / 641.563,,Faglitteratur,digibok,2010
296,URN:NBN:no-nb_digibok_2011083108060,God gammeldags mat,"Granneman , Elisabeth / Granneman , Jan / Graff , Finn",oai:nb.bibsys.no:998901830234702202,9b95f66915dd96ad7a39a6266b7a4502,8205183937,Oslo,19890101,1989,Gyldendal,nob,kokebøker,641.5,,Faglitteratur,digibok,1980
297,URN:NBN:no-nb_digibok_2017030648028,Skarvens kokebok fra det arktiske kjøkken : en ganegyrisk reise : mat av hav av vind av vidde,"Ryvold , Arnt / Sveen , Arvid / Wilson , Bengt / Vertshuset skarven",oai:nb.bibsys.no:990302959204702202,e06e6b402612a9e51e7b6bb3d8a1fd8d,8299656303,,20030101,2003,Vertshuset Skarven,nob,kokebøker / nord-norge,641.5094843,,Faglitteratur,digibok,2000
298,URN:NBN:no-nb_digibok_2014062607013,Norske matretter for dagligbordet,"Bjerkebæk , Anny",oai:nb.bibsys.no:999516091064702202,c8528f236ad6c00dab2a2a0e13ccb9c8,8290069723,Oslo,19770101,1977,Norsk kunstforl.,nob,"Cookery, Norwegian",641.5,,Faglitteratur,digibok,1970
299,URN:NBN:no-nb_digibok_2016071308182,"En Smak av Kolbotn : ""kjendiser"" tilknyttet Oppegård og deres matoppskrifter","Tonga , Kristin Juul",oai:nb.bibsys.no:990300688944702202,f042431e34fb78cd5fa5273f5069ed70,8299656206 / 8299711401,[Kolbotn],20020101,2002,Kolbotn idrettslag,nob,,641.594822,,Faglitteratur,digibok,2000
300,URN:NBN:no-nb_digibok_2012020708020,Ost på mange måter,"Bjørnstad , Agnes",oai:nb.bibsys.no:990613898704702202,ad4b80d8ad2431388e40bba542a11741,,Oslo,19530101,1953,Forbundet,nob,kokebøker / oppskrifter / matlaging,,,Uklassifisert,digibok,1950
301,URN:NBN:no-nb_digibok_2010021703006,Likører med smak av natur,"Töringe , Sanna / Åberg , Anette / Moen , Grete Helene",oai:nb.bibsys.no:999522209974702202,176843f7296124d0cf26be3872277eb1,8202159512,[Oslo],19950101,1995,Cappelen,nob / swe,Alcoholic Beverages / Spiselige planter / Bær / drikkevarer / likører / likör / urteekstrakter / brennevinskrydder,641.87 / 641.874,,Faglitteratur,digibok,1990
302,URN:NBN:no-nb_digibok_2021020805012,Kokebok for barnefamilier : bare barnematen,"Galaasen , Lise",oai:nb.bibsys.no:990011962864702202,6e06925b8bcb74dfc4445be435ecad05,8202195691,[Oslo],20000101,2000,Cappelen,nob,kokebøker / matoppskrifter / barn,641.5,,Faglitteratur,digibok,2000
303,URN:NBN:no-nb_digibok_2014103007731,Husmorens store kokebok. B. 1 : Middagsplaner : avdeling I-III,,oai:nb.bibsys.no:999607913704702202,958ddb77eb00488e62a3a6a7446a0b70,,Oslo,19630101,1963,Norsk kunstforl. i samarbeid med Hjemmet,nob,,641.5,,Faglitteratur,digibok,1960
304,URN:NBN:no-nb_digibok_2014071107064,10-minutter kjøkkenet,"Green , Henrietta / Larsen , Ellen / Moine , Marie-Pierre",oai:nb.bibsys.no:999207786664702202,6f8d18017f2da82b24740182f90ffe19,8210034642 / 8252516718,Oslo,19920101,1992,Tiden,nob / eng,kokebøker / mat / oppskrifter / matlaging,641.5,,Faglitteratur,digibok,1990
305,URN:NBN:no-nb_digibok_2012020909055,Ingredienser : oppslagsverk for matelskere,"Ferguson , Clare / Munns , David / Biseth , Dag",oai:nb.bibsys.no:990415914454702202,55f48eabf007fa8d6cc0062ab8fa6cdb,8252557090 / 8205324662,[Oslo],20040101,2004,Gyldendal Fakta,nob / eng,matlaging / krydder / kokebøker / oppskrifter / sukker / frukt / grønnsaker / oljer / korn / mel / pasta / råvarer,641.5,,Faglitteratur,digibok,2000
306,URN:NBN:no-nb_digibok_2011100406051,Mine lekreste kaker,"Flank , Håkan / Jardhammar , Kent / Øygard , Bente-Lill",oai:nb.bibsys.no:990517277904702202,c61ae5514a21d3fb89fc7a5b46a91d95,8204098944,[Oslo],20050101,2005,Damm,nob / swe,kokebøker,641.865,,Faglitteratur,digibok,2000
307,URN:NBN:no-nb_digibok_2014070748005,"Velkommen til bords : menyer, borddekning og oppskrifter til 24 festlige anledninger: middager, mottakelser, barneselskap, jubileer og buffeter, spleisefester og coctailparties - samt litt om skikk og bruk til bords","Olsson , Brita / Dotterud , Åse / Hemmingsson , Elisabeth Ekstrand",oai:nb.bibsys.no:998721554204702202,bc28d76c3a2c2b7a9db45a6cc99309e2,8252709117,[Oslo],19870101,1987,Mortensen,nob / swe,kokebøker,641.56,,Faglitteratur,digibok,1980
308,URN:NBN:no-nb_digibok_2016022948067,Så godt! : lettlest kokebok,"Innstrand , Anne Gro / Linde , Sølvi / Hoff , Pål",oai:nb.bibsys.no:991330764234702202,489a1d7bd88ee47a3881287fedf4f1ca,,Oslo,20130101,2013,Universitetsforl.,nob,kokebøker / nybegynnere / matlaging / psykisk / utviklingshemmedelettleste / bøker / kokebok / lettlest-bøker / lettlaget / mat,641.5 / 641.5 / 641.5 / 641.512,,Faglitteratur,digibok,2010
309,URN:NBN:no-nb_digibok_2014030548048,Den Nye kokeboken : Vår tids mat. 1,"Ekegårdh , Edith / Dedichen , Herman / Moe , Ingeborg Bonde",oai:nb.bibsys.no:999816595944702202,134e1ce36eba108f75cc16c6a4064155,,Oslo,19650101,1965,Norsk faglitteratur,nob,kokebøker,641.5,,Faglitteratur,digibok,1960
310,URN:NBN:no-nb_digibok_2017072607087,Fra mitt blå kjøkken : kjøkkensjefens kokebok,"Dege , Hroar",oai:nb.bibsys.no:999715822974702202,d59f37cb69f507007d4170c9ac8bab2f,,Oslo,19630101,1963,Mortensen,nob,,641.5,,Faglitteratur,digibok,1960
311,URN:NBN:no-nb_digibok_2013021538107,Asiatisk,"Hensley , Nina Dreyer / Hensley , Jim / Løwe , Paul / Hovig , Ingrid Espelid",oai:nb.bibsys.no:990220512014702202,1f86985a491b273fe9d29829e0577457,8205306753,[Oslo],20020101,2002,Gyldendal fakta,nob,kokebøker / matlaging / asia,641.595,,Faglitteratur,digibok,2000
312,URN:NBN:no-nb_digibok_2011121506006,Allergikokeboken,"Aas , Kjell / Bjønnes , Else Lill / Tronstad , Knut",oai:nb.bibsys.no:999430527504702202,a26fefcaa3d235896c1e3e7923c9d080,8290478445,Oslo,19940101,1994,Kolibri,nob,Cooking / Diet / Food Hypersensitivity / Food Hypersensitivity / diet therapy / allergi / kokebøker / diett / allergiretter / allergier / kokbøker / mat / matlaging / kosthold / allergikere / ernæring,641.563 / 641.56318,,Faglitteratur,digibok,1990
313,URN:NBN:no-nb_digibok_2014111948001,Grete Roedes beste oppskrifter,"Roede , Grete",oai:nb.bibsys.no:998902713644702202,4998d269102424e3eb7fb967cd2a21d9,8290478186,[Oslo],19890101,1989,Kolibri,nob,kokebøker,641.563,fiction,Skjønnlitteratur,digibok,1980
314,URN:NBN:no-nb_digibok_2010051003019,Moster Miriams nye matgleder,"Levin , Mona / Aas , Ulf",oai:nb.bibsys.no:999509786984702202,d31c618cc6a7fc44a35b615930059773,8202152844,[Oslo],19950101,1995,Cappelen,nob,kokebøker,641.5,,Faglitteratur,digibok,1990
315,URN:NBN:no-nb_digibok_2013091638031,Tinas matreise,"Nordström , Tina / Tømt , Wenche / Randem , Mette",oai:nb.bibsys.no:990518986834702202,1f7da0957c585453b84229205ab2116d,8204105169,,20050101,2005,Damm,nob / swe,kokebøker,641.509485 / 641.5,,Faglitteratur,digibok,2000
316,URN:NBN:no-nb_digibok_2008052104092,Tidens kokebok,"Erken , Lillemor / Engelstad , Bjørg Eliassen",oai:nb.bibsys.no:999700256534702202,0bb4713c8aebddf5727339695167e942,,Oslo,19690101,1969,Tiden,nob,,641.5,,Faglitteratur,digibok,1960
317,URN:NBN:no-nb_digibok_2017091107005,Ny fondue,"Reyes , Remigio B. / Haldorsen , Roald",oai:nb.bibsys.no:999917344914702202,151e074481f5a7b54296c4eeacf876d8,8279000488,Oslo,19990101,1999,Fahrenheit forl.,nob,kokebøker,641.81,,Faglitteratur,digibok,1990
318,URN:NBN:no-nb_digibok_2014022148007,Kokebok for deg som flytter hjemmefra,"Bjønnes , Else Lill",oai:nb.bibsys.no:990320386404702202,29eaf83a2dada2bbebcb9ae3da55e3a6,8279170154,Oslo,20030101,2003,Kolibri,nob,matlaging / kokebøker / ungdom,641.56,,Faglitteratur,digibok,2000
319,URN:NBN:no-nb_digibok_2018020548067,Naturens spiskammer : høst av naturens overflod,"Eckmann , Anette / Jacobsen , Bjarni B. / Hermundstad , Ann Kristin",oai:nb.bibsys.no:991150003214702202,7d5de56337515a11dc16f79ec44f474d,,[Oslo],20120101,2012,Cappelen Damm,nob / dan,matlaging / matkultur / mat / urter / blomster / bær / tang / nøtter / frukter / sopp / grønnsaker / konservering / sylting / safting / ville / vekster / oppskrifter / kokebøker / naturlige / ingredienser / naturlig / naturen / ugress / nyttevekster,641.6 / 641.6 / 641.6,,Faglitteratur,digibok,2010
320,URN:NBN:no-nb_digibok_2015052748008,Den Store asiatiske kokeboken,"Jacobsen , Karin / Martin , Luis / Price , Jane / Bowring , Jane",oai:nb.bibsys.no:990003885054702202,e3622d37dda70fcc197766c3d9fcf5c6,3829031254,Köln,19990101,1999,Könemann,nob / eng,asia / kokebøker / matoppskrifter,641.595,,Faglitteratur,digibok,1990
321,URN:NBN:no-nb_digibok_2010110805047,Øl i glass og gryte,"Eidem , Paul Lorck",oai:nb.bibsys.no:999621657194702202,cd14d1110f7dd03891544822b4081ec6,,[Oslo],19600101,1960,Den norske bryggeriforening,nob,,641.5,,Faglitteratur,digibok,1960
322,URN:NBN:no-nb_digibok_2015091506170,Den sorte Gryde,"Schanche , Gerd / Røed , Bjørn Chr.",oai:nb.bibsys.no:998421485664702202,63de907e4c757f1d1a2dc4210f0d6d88,8270960993,,19810101,1981,Dreyer bok,nob,Mattradisjoner / kokebøker / matlaging,641.5,,Faglitteratur,digibok,1980
323,URN:NBN:no-nb_digibok_2008080600072,Spennende vegetarmat : fristende retter for enhver anledning,"Brown , Sarah / David , Madeleine / Karlsen , Per Christian",oai:nb.bibsys.no:999901826304702202,62d334848154e38d951bd273c6cb176d,8250940334,[Oslo],19980101,1998,Bladkompaniet,nob / eng,vegetarretter / vegetarkost / kokebøker,641.563,,Faglitteratur,digibok,1990
324,URN:NBN:no-nb_digibok_2014030308362,Den Store kokeboken,"Pedersen , Endre / Pedersen , Eirin / Teigen , Berit / Ledsaak , Oddlaug",oai:nb.bibsys.no:999305590294702202,1aadfcbd1524341385d04f07c97f48e1,8251204208,[Oslo],19930101,1993,Teknologisk forlag,nob / swe,kokebøker,641.5,,Faglitteratur,digibok,1990
325,URN:NBN:no-nb_digibok_2010081022001,God mat,"Bergenström , Anna / Kongsten , Liv Gregersen / Bergenström , Fanny / Lindberg , Björn / Peterson , Nisse / Tjørve , Irene Inman",oai:nb.bibsys.no:999912345884702202,9de154cc29f31db26367684b4d1fecf4,8205255407,Oslo,19990101,1999,Gyldendal fakta,nob / swe,kokebøker / matlaging,641.5,,Faglitteratur,digibok,1990
326,URN:NBN:no-nb_digibok_2014071107084,Tsjekkeretter : en gourmandreise gjennom tradisjonelle tjekkiske retter,"Bis , Filip / Bis , Váslav / Welle-Watne , Hans",oai:nb.bibsys.no:991202407264702202,3b1fc0b57a6408b11c11fd89cb549da3,,,20110101,2011,Bodoni,nob,,641.594371,,Faglitteratur,digibok,2010
327,URN:NBN:no-nb_digibok_2015102048046,Fantastisk kylling,"Hensley , Nina Dreyer / Hensley , Jim / Løwe , Paul",oai:nb.bibsys.no:990012064514702202,1a5a9d18b1f950ad5d99d502235321f7,8205255873,[Oslo],20000101,2000,Gyldendal fakta,nob,kokebøker / matoppskrifter,641.66,,Faglitteratur,digibok,2000
328,URN:NBN:no-nb_digibok_2016030148093,Den Store pastakokeboken,"Myhr , Eirik / Høydalsnes , Ann",oai:nb.bibsys.no:990116988704702202,e823be1de79df2a10e8c3a2b5b067639,3829031262,Köln,19990101,1999,Könemann,nob / eng,,641.82,,Faglitteratur,digibok,1990
329,URN:NBN:no-nb_digibok_2016020807570,Telemarksmat,"Andersen , Bo Lilledal / Breistein , Tove",oai:nb.bibsys.no:990615757394702202,29901c042b9c7fdf18eff50176bb1545,8252168914,,20060101,2006,Samlaget,nno,matlaging / kokebøker / noreg / norge / telemark / tradisjonsmat,641.594828,,Faglitteratur,digibok,2000
330,URN:NBN:no-nb_digibok_2015082048007,Under valnøttreet,"Bergenström , Anna / Høydalsnes , Ann / Bergenström , Fanny",oai:nb.bibsys.no:990925880184702202,fe9b13f82fcb7a6b90c18fafd643d10a,,Oslo,20090101,2009,Gyldendal,nob / swe,kokebøker / matoppskrifter / råvarer,641.5,,Faglitteratur,digibok,2000
331,URN:NBN:no-nb_digibok_2018072607059,"Hjemmelaget is : iskrem, sorbet, pinneis og iskaker","Johansson , Elisabeth / Jahr , Mette-Cathrine",oai:nb.bibsys.no:991307219804702202,78ffef9abac2d38844aa0fc6a344a89c,,[Oslo],20130101,2013,Cappelen Damm,nob / swe,,641.86 / 641.5,,Faglitteratur,digibok,2010
332,URN:NBN:no-nb_digibok_2010072003004,Nesten vegetarisk,"Dimbleby , Josceline / Wheeler , Simon / Skjeltorp , Tove",oai:nb.bibsys.no:999805209244702202,d040a2f16a7c46b2cc8fca335aaa2220,8205251762,[Oslo],19980101,1998,Gyldendal,nob / eng,kokebøker / vegetarisk / mat / grønnsaksretter,641.563,,Faglitteratur,digibok,1990
333,URN:NBN:no-nb_digibok_2009062903001,Norwegian menus : 35 master chefs share their secrets,"Jerman , Gunnar / Schakenda , Morten / Wilson , Bengt",oai:nb.bibsys.no:999817830904702202,50df6128c0c6f77194ba506d80ac6db9,8272170922,Oslo,19980101,1998,Index Publ.,eng / nob,kokebøker,641.509481,,Faglitteratur,digibok,1990
334,URN:NBN:no-nb_digibok_2015092548001,Frode Agas gjestemat,"Aga , Frode / Knott , Fritz / Aga , Berit",oai:nb.bibsys.no:990011246174702202,7a82de53c79be7b70261accb95190316,8202186560,[Oslo],20000101,2000,Cappelen,nob,kokebøker / matoppskrifter / kokebok / matlaging / selskapsretter,641.5,,Faglitteratur,digibok,2000
335,URN:NBN:no-nb_digibok_2013080706093,Norsk gastronomisk håndbok,"Andersen , Reidar",oai:nb.bibsys.no:999001970054702202,3868468a09c266577e06d89909f0735b,8299001439,Oslo,19810101,1981,Kjøkkensjefenes pensjonsstiftelse,nob,,641.5,,Faglitteratur,digibok,1980
336,URN:NBN:no-nb_digibok_2014081508231,Sleiven er mitt scepter,"Saxegaard , Annik / Nade , Mari",oai:nb.bibsys.no:999716038044702202,f703c2508ee19f9041d07cb6a699275a,,Drammen,19530101,1953,Lyche,nob,kokebøker,,,Uklassifisert,digibok,1950
337,URN:NBN:no-nb_digibok_2007111204054,101 middager for deg som bor alene,"Lien , Monica / Wilson , Bengt",oai:nb.bibsys.no:999103696824702202,bc80790bd493cecb425022d349a63326,8205191344,Oslo,19910101,1991,Reistad,nob,kokebøker / matlaging,641.51,,Faglitteratur,digibok,1990
338,URN:NBN:no-nb_digibok_2020101307633,Den Store kokeboken : grunnbok for alle kjøkken,"Pedersen , Eirin / Pedersen , Endre",oai:nb.bibsys.no:990223402204702202,b44f1f6c502eacf1e15914943b0700c1,8249606698,[Oslo],20020101,2002,Damm,nob / swe,,641.5,,Faglitteratur,digibok,2000
339,URN:NBN:no-nb_digibok_2012091138001,"Den Gode smaken : om bygdekvinner, mat og matkultur frå Møre og Romsdal","Reiten , Ellbjørg / Kvadsheim , Birgit / Stakkestad , Solveig Linge / Fjørtoft , Ragnar",oai:nb.bibsys.no:990408304704702202,39161e5d7b45dc59a32fe5028f0be925,8277800509,,20040101,2004,Møre og Romsdal bygdekvinnelag,nno,Mattradisjoner / matlaging / matrettar / kokekunst / matskikkar / møre / romsdal,641.594839,,Faglitteratur,digibok,2000
340,URN:NBN:no-nb_digibok_2014033148041,God mat fra hele verden,"Gööck , Roland / Strømstad , Aase / Thore , Margrethe Munck",oai:nb.bibsys.no:998320644164702202,1f80e21208d892e31ed1107c23e2bde6,8251602599,Oslo,19820101,1982,Schibsted,nob / ger,,641.5,,Faglitteratur,digibok,1980
341,URN:NBN:no-nb_digibok_2020020607006,Saritas India : indisk mat for det norske kjøkken,"Sehjpal , Sarita / Klokset , Therese Skauge",oai:nb.bibsys.no:991441401874702202,c3089fc0c759e31f7c001f072ce613ac,,,20140101,2014,Portal,nob,india / indisk / mat / oppskrifter / kokebøker / matlaging / matoppskrifter,641.5954 / 641.5954 / 641.5,,Faglitteratur,digibok,2010
342,URN:NBN:no-nb_digibok_2009091101035,Profesjonell matlaging,"Innli , Kjell E. / Helmersen , Helge",oai:nb.bibsys.no:999520472924702202,d9aa384ece6e9a0f193759af65d7ec3f,8258401610,[Oslo],19950101,1995,Yrkeslitteratur,nob,Nutrition / Cookery / Food / kokebøker / storhusholdninger / matlaging / flytveier / flytskjemaer / sous / vide,,,Uklassifisert,digibok,1990
343,URN:NBN:no-nb_digibok_2010041503006,Gyldendals nye store kokebok,"Hovig , Ingrid Espelid / Rasmusson , Birgitta / Jardhammar , Kent / Holm , Stig",oai:nb.bibsys.no:999819650404702202,ff0076711129a5006cbff276829180a0,8205255318,Oslo,19980101,1998,Gyldendal fakta,nob / swe,matlaging,641.5,,Faglitteratur,digibok,1990
344,URN:NBN:no-nb_digibok_2014111807626,Tina : mange tips fra tv-programmene Mat,"Nordström , Tina / Kam , Peter / Eriksson , Leif / Øygard , Bente-Lill / Øygard , Terje",oai:nb.bibsys.no:991128154804702202,7dbaad268c6f7ea05659d84517693531,,[Oslo],20100101,2010,Tango,nob / swe,kokebøker,641.5,,Faglitteratur,digibok,2010
345,URN:NBN:no-nb_digibok_2016022948020,Thailand,"Williams , Judy / Jordan , David / Melbye , Christine",oai:nb.bibsys.no:990422977104702202,2ec83407e7909888221897ff8a178e01,8278221650,,20040101,2004,Spektrum,nob / eng,kokebøker,641.59593,,Faglitteratur,digibok,2000
346,URN:NBN:no-nb_digibok_2020022107111,"Basic asiatisk : alt du trenger for å lage ""yin og yang"" i kjøkkenet","Schinharl , Cornelia / Dickhaut , Sebastian / Høydalsnes , Ann",oai:nb.bibsys.no:990509253424702202,c5f5aaacbd33aff9185e35a72834e1f1,8203232159 / 8252557260,[Oslo],20050101,2005,Aschehoug,nob / ger,matlaging / kokebøker / asia,641.595,,Faglitteratur,digibok,2000
347,URN:NBN:no-nb_digibok_2008102900003,Bagateller,"Hellstrøm , Eyvind / Strand , Ragge",oai:nb.bibsys.no:990013470394702202,8e4f15f8c28270face7f369de846b991,8252540465 / 8279000828,Oslo,20000101,2000,Pantagruel forl.,nob,kokebøker / matoppskrifter / matlaging,641.5094821,,Faglitteratur,digibok,2000
348,URN:NBN:no-nb_digibok_2011031403021,100 spennende pastaretter,"Handslip , Carole / Krogsbøl , Hedvig",oai:nb.bibsys.no:999201096834702202,df1bc79a0dfb49eecb8e7ebd4a4969e2,8204026870,[Oslo],19910101,1991,Fredhøis forlag,nob / eng,kokebøker,641.82,,Faglitteratur,digibok,1990
349,URN:NBN:no-nb_digibok_2010041903037,Norge : vakkert og smakfullt,,oai:nb.bibsys.no:999822732074702202,03d4cc5f185121a56b51b78f6a73e09c,8278911657,,19980101,1998,Scandinavian Film Group,nob,kokebøker,641.59481 / 641.5,,Faglitteratur,digibok,1990
350,URN:NBN:no-nb_digibok_2013121806085,Mirakeljuice-dietten,"Tjørve , Irene Inman",oai:nb.bibsys.no:990901829524702202,fc0a2df2361d8ae62d658f2dd9c49e47,,[Oslo],20090101,2009,Gyldendal,nob / eng,dietter / juice / slankekost,641.87,,Faglitteratur,digibok,2000
351,URN:NBN:no-nb_digibok_2016101048078,"Mat fra Hadeland : oppskrifter innsendt av Hadelands lesere til avisens 75 års jubileum, 4. juli 1993","Dæhlen , Kari / Myklebust , Therese Marie",oai:nb.bibsys.no:999325755104702202,ffad3e76484f7020eaf9ad5afe8d4585,8299299306,,19930101,1993,Hadeland,nob,kokebøker,641.594824,,Faglitteratur,digibok,1990
352,URN:NBN:no-nb_digibok_2016020807502,Akevitt : livets vann,"Westerhaug , Lene Aarnes / Martinuzzi , Nadin",oai:nb.bibsys.no:991018655114702202,bcffd55a3b1968f74ab704a6f9d2b8cd,,Oslo,20100101,2010,Pegasus,nob,Akevitt / akevitt / brennevin,641.25,,Faglitteratur,digibok,2010
353,URN:NBN:no-nb_digibok_2008103004036,Filosofisk kokebok,"Heradstveit , Bjørn / Heradstveit , Bjørn",oai:nb.bibsys.no:990001444954702202,b6df1ab716605cfefe7f761490d73af2,8299543207,Bergen,20000101,2000,Pireus forl.,nno,matlaging / filosofi / kokebøker,641.5,,Faglitteratur,digibok,2000
354,URN:NBN:no-nb_digibok_2011021603055,Fjordamat,"Kongsvik , Åse / Støfringsdal , Kari / Andersen , Oskar",oai:nb.bibsys.no:990826293744702202,c51d4e4154de639cb55fd58b111e2506,,,20080101,2008,Sogn og Fjordane bygdekvinnelag,nno,kokebøker,641.594838 / 641.594838,,Faglitteratur,digibok,2000
355,URN:NBN:no-nb_digibok_2010040803021,Østens kafé : den beste hverdagsmaten fra Asia,"Jue , Joyce / Johnson , Peter / Harper , Dal / Jahr , Mette-Cathrine",oai:nb.bibsys.no:999721148074702202,c7180bf3ddfae5f1364703fa07c3d7fe,8276831370,,19970101,1997,Boksenteret,nob / eng,kokebøker / asiatisk / mat / asia,641.595,,Faglitteratur,digibok,1990
356,URN:NBN:no-nb_digibok_2010040803019,Brød fra hele verden,"Treuille , Eric / Ferrigno , Ursula / O'Leary , Ian / Buen , Marianne Almstrøm / Lie , Ingrid",oai:nb.bibsys.no:999913984594702202,42d4726d7152ed01fd1cf202e07ce9fb,8251205557,[Oslo],19990101,1999,Teknologisk forl.,nob / eng,Baking / Brød / baking / gjærbakst / brød,641.8,,Faglitteratur,digibok,1990
357,URN:NBN:no-nb_digibok_2016022207559,"Brasing ved bordet : råd og oppskrifter for fondue og grill, flambering og brennende drikker - tilberedt ved bordet","Klever , Katrin / Klever , Ulrich / Saugen , Aase",oai:nb.bibsys.no:998122187364702202,2cfab6fd3f46d71b4c23f4b8b9c26fc3,8203102565,Oslo,19810101,1981,Aschehoug,nob / ger,,641.5,,Faglitteratur,digibok,1980
358,URN:NBN:no-nb_digibok_2013061938053,Ingrids kokebok : trinn for trinn,"Hovig , Ingrid Espelid / Sydtveit , Rønnaug / Grundtjernlien , Else-Marie",oai:nb.bibsys.no:999618824334702202,b83c2de8aa86b08f436847d0927866fd,,[Oslo],19960101,1996,[Allers],nob,kokebøker,,,Uklassifisert,digibok,1990
359,URN:NBN:no-nb_digibok_2017112448121,Feriefolkets kokebok,"Tømt , Wenche",oai:nb.bibsys.no:999009550584702202,3464e116646a8136f12d2c8de53c4b43,8271062115,Stavanger,19900101,1990,Sandviks bokforlag,nob,kokebøker,641.57,,Faglitteratur,digibok,1990
360,URN:NBN:no-nb_digibok_2020041407022,Manuelas magiske jul,"Kjeilen , Manuela",oai:nb.bibsys.no:991329123684702202,dff35309edddacb5445f997b748d16aa,,Oslo,20130101,2013,Exlibris,nob,kaker / cookies / søtsaker / baking,641.85 / 641.5,,Faglitteratur,digibok,2010
361,URN:NBN:no-nb_digibok_2016072548068,Kjendisenes beste kaker og andre favoritter,"Gudrun Runarsdottir / Skinnes , Tonje",oai:nb.bibsys.no:990419690574702202,d721af9b3b5f820b5104e66126b5f9d7,8245807060,Oslo,20040101,2004,Orion,nob,,641.865,,Faglitteratur,digibok,2000
362,URN:NBN:no-nb_digibok_2015101448010,India,"Leblanc , Beverly / Jordan , David / Halsey , Kay / Alexander , Max / Ulshagen , Torgeir",oai:nb.bibsys.no:990807827364702202,4760220042e13c5106408025650091b1,8278222711,,20060101,2006,Spektrum,nob / eng,kokebøker / india,641.5954,,Faglitteratur,digibok,2000
363,URN:NBN:no-nb_digibok_2010061403040,Norsk mat : tradisjoner og gamle matretter,"Ambjørnrud , Olga / Gram , Kirsten",oai:nb.bibsys.no:999214600584702202,0e66251e9f75e473b3880d2a260a8cf0,8252914772,,19920101,1992,Landbruksforlaget,nob,Mattradisjoner / kokebøker / matstell / matskikker / matlaging / kulturhistorie / norge / norsk / mat / spise- / drikkeskikker / mattradisjoner / heimkunnskap,641.59481,,Faglitteratur,digibok,1990
364,URN:NBN:no-nb_digibok_2017072407066,Innvandra mat,"Skre , Arnhild / Hovig , Ingrid Espelid / Jucker , Rainer",oai:nb.bibsys.no:998821660934702202,117eb62732eaec2b14c069eeb741b3a5,8257406589 / 8252130577,[Oslo],19880101,1988,Det norske samlaget,nno,Cooking / Household / Food preparation / kokebøker / matlaging / andre / kulturer / internasjonal / oppslagsbøker / kokekunst / innvandrermat,641.59 / 641.59,,Faglitteratur,digibok,1980
365,URN:NBN:no-nb_digibok_2017061608073,50 herlige salater,"Kuyper , Ben J. / Bjerkebæk , Anny",oai:nb.bibsys.no:999409892554702202,ec82fc91de05e9ce972889cbdefbe249,,Oslo,19690101,1969,Mortensen,nob / dut,,641.5,,Faglitteratur,digibok,1960
366,URN:NBN:no-nb_digibok_2014011608087,Jordbrukerens Matstel,"Nilssen , Alma / Nilssen , Morten F.",oai:nb.bibsys.no:999825552104702202,82b0b4efd2313ec330e594d733888515,,Kristiania,19060101,1906,[s.n.],nob,norsk / mat / landbruksprodukter / jordbruksprodukter,,,Uklassifisert,digibok,1900
367,URN:NBN:no-nb_digibok_2015081948030,Grønnsakretter,"Graff , Margit-Ruth / Buen , Marianne Almstrøm",oai:nb.bibsys.no:998740131864702202,eb3b98b525b2a9916cf4f55526c33a8e,8210029193,Oslo,19860101,1986,Tiden,nob / ger,vegetarretter / kokebøker,641.65,,Faglitteratur,digibok,1980
